cell_type,rank,Gene1,Gene2,EdgeWeight
ctx_ex,22747,KMT2A,CAP1,3.604940570004942
ctx_ex,22748,KDM5B,CHD1L,3.6048135527722995
ctx_ex,22749,ASH1L,INTU,3.604701115160806
ctx_ex,22750,ASH1L,NELFE,3.60439818220528
ctx_ex,22751,BCL11A,TPCN2,3.6041642890100687
ctx_ex,22752,ASH1L,CCNT1,3.604018176798455
ctx_ex,22753,ASH1L,EIF2AK3,3.6038150628989434
ctx_ex,22754,KDM5B,GAL3ST4,3.6037121891379695
ctx_ex,22755,KMT2A,MRFAP1L1,3.6037091191847965
ctx_ex,22756,ASH1L,POLR3A,3.603370801256583
ctx_ex,22757,BCL11A,C1D,3.6032767244904496
ctx_ex,22758,ASH1L,EXOSC8,3.603227300036676
ctx_ex,22759,BCL11A,CMSS1,3.60249667780308
ctx_ex,22760,KMT2A,FRRS1L,3.6024563896140984
ctx_ex,22761,BCL11A,TJP1,3.602436000904636
ctx_ex,22762,KDM5B,FBXO9,3.6023174216323404
ctx_ex,22763,ASH1L,GNAL,3.602293240643177
ctx_ex,22764,BCL11A,UCK2,3.602198609897031
ctx_ex,22765,BCL11A,ZBTB8OS,3.6018838337334262
ctx_ex,22766,BCL11A,KATNA1,3.601858555377711
